No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,Encryption Type,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation
444,NYC NA,438.5625,433.5625,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
445,NYC 310,438.5625,433.5625,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
446,NYC 311,438.5625,433.5625,D-Digital,High,12.5K,Off,Off,NY METRO,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
447,GW NY METRO,443.8875,448.8875,D-Digital,High,12.5K,Off,Off,NY METRO,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
448,GW Parrot,443.8875,448.8875,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
449,Bronx WW,443.35,448.3625,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
450,Bronx NA,443.35,448.3625,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
451,Bronx WWE,443.35,448.3625,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
452,Bronx NE,443.35,448.3625,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
453,Bronx NYS,443.35,448.3625,D-Digital,High,12.5K,Off,Off,NY SW,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
454,Bronx TAC310,443.35,448.3625,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
455,Bronx TAC311,443.35,448.3625,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
456,Bronx Parrot,443.35,448.3625,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
457,Brooklyn Metro,442.09375,447.09375,D-Digital,High,12.5K,Off,Off,NY METRO,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
458,Brooklyn Local,442.09375,447.09375,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
459,Brooklyn Parrot,442.09375,447.09375,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
460,Brooklyn E Metro,438.275,433.275,D-Digital,High,12.5K,Off,Off,NY METRO,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
461,Brooklyn E WW,438.275,433.275,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
462,Brooklyn E NA,438.275,433.275,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
463,Brooklyn E WWE,438.275,433.275,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
464,Brooklyn E NE,438.275,433.275,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
465,Brooklyn E 310,438.275,433.275,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
466,Brooklyn E 311,438.275,433.275,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
467,Brooklyn E Parro,438.275,433.275,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
505,WX 162.45,162.45,162.45,A-Analog,High,25K,Off,141.3,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,On,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
506,WA2JWR TR,445.775,440.775,A-Analog,High,25K,Off,141.3,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
509,JSARS 146.91,146.91,146.31,A-Analog,High,25K,Off,127.3,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
510,VHF 146.52,146.52,146.52,A-Analog,High,25K,Off,Off,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
511,UHF 446.00,446,446,A-Analog,High,25K,Off,Off,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
512,W2NJR Brick,146.49,147.49,A-Analog,High,25K,Off,141.3,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
513,DVRA 146.67,146.67,147.07,A-Analog,High,25K,Off,131.8,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
514,JSARS 443.35,443.35,448.35,A-Analog,High,25K,Off,141.3,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
515,W2NJR WALL,448.125,443.125,A-Analog,High,25K,Off,141.3,Tri-State Local2,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
516,NH HUD1 NH,145.26,144.66,D-Digital,Low,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
517,146.85,146.85,146.25,A-Analog,High,25K,Off,85.4,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
518,NH HUD-U NH,447.725,442.725,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
519,NH HUD2 NH,147.105,147.705,D-Digital,Low,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
520,NH CHE NH,145.19,144.59,D-Digital,Low,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,9,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
521,NH BOW NH,145.17,144.57,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,8,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
522,NH DER NH,145.31,144.71,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
523,NH GUNV NH,145.36,144.76,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
524,NH SAN NH,145.18,144.58,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
525,NH GOFF V NH,145.22,144.62,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
526,NH GOFF U NH,444.3,449.3,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
527,NH GIL-U NH,449.425,444.425,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
528,V-DIG SMPLX,145.79,145.79,D-Digital,High,12.5K,Off,Off,Simplex,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
529,ME SHAP NH,145.11,144.51,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,4,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
530,ME SHAP ME,145.11,144.51,D-Digital,High,12.5K,Off,Off,ME SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,4,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
531,NH CHE RGN,145.19,144.59,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,9,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
532,NH HUD1 RGN,145.26,144.66,D-Digital,Low,12.5K,Off,Off,REG N,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
533,NH HUD1 NEW,145.26,144.66,D-Digital,Low,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
534,NH HUD1 NE,145.26,144.66,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
535,NH HUD1 NTAC2,145.26,144.66,D-Digital,Low,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
536,NH HUD1 NTAC1,145.26,144.66,D-Digital,Low,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
537,NH GUNV RGN,145.36,144.76,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
538,NH GUNV NEW,145.36,144.76,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
539,NH GUNV NTAC2,145.36,144.76,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
540,NH GUNV NTAC1,145.36,144.76,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
541,NH GUNV LCL,145.36,144.76,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
542,NH HUD2 CT,147.105,147.705,D-Digital,High,12.5K,Off,Off,CT SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
543,NH HUD1 LCL,145.26,144.66,D-Digital,Low,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
544,NH HUD2 MA,147.105,147.705,D-Digital,High,12.5K,Off,Off,MA  SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
545,NH HUD2 VT,147.105,147.705,D-Digital,High,12.5K,Off,Off,VT SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
546,NH HUD2 ME,147.105,147.705,D-Digital,High,12.5K,Off,Off,ME SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
547,NH HUD2 LCL,147.105,147.705,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
548,NH HUD2 NTAC1,147.105,147.705,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
549,NH HUD2 NTAC2,147.105,147.705,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
550,NH HUD2 NE,147.105,147.705,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
551,NH HUD2 NEW,147.105,147.705,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
552,NH GUNV NE,145.36,144.76,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
553,NH SANB RGN,145.18,144.56,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
554,NH GUNV CT,145.36,144.76,D-Digital,High,12.5K,Off,Off,CT SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
555,PEL NH SW,146.5,145,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
556,CT BRD U CT,442.2,447.2,D-Digital,High,12.5K,Off,Off,CT SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
557,CT BRD U LCL,442.2,447.2,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
558,CT BRD U NE,442.2,447.2,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
559,CT BRD U NA,442.2,447.2,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
560,CT BRD U NEW,442.2,447.2,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
561,CT BRD U Parrot,442.2,447.2,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
562,CT BRD U 310,442.2,447.2,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
563,CT BRD U 311,442.2,447.2,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
564,CT BRD U WW,442.2,447.2,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
565,CT BRD U WWE,442.2,447.2,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
566,CT COL U CT,440.8,445.8,D-Digital,High,12.5K,Off,Off,CT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
567,CT COL U LCL,440.8,445.8,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
568,CT COL U NE,440.8,445.8,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
569,CT COL U NA,440.8,445.8,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
570,CT COL U NEW,440.8,445.8,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
571,CT COL U Parrot,440.8,445.8,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
572,CT COL U 310,440.8,445.8,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
573,CT COL U 311,440.8,445.8,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
